,e,b,k_bind,m,km,n,x,exp_data,exp_error,dataID,weight_by_error,parameter_labels,chi_sq,normalized solutions
0,1708.970553907843,1,1,42017.724603102484,2393.1597009675743,2.290615638113858,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",3556.3101,"[0.1725397488464468, 0.9959653750892702, 0.9971242775224513, 0.9979239403931305, 0.9985105089143678, 0.9989489065561503, 0.9992820902163139, 0.99953646100367, 0.9997327520558518, 0.9998833717543799, 1.0, 0.629683417404475, 0.6315802847966192, 0.6451560633055954, 0.7053853842403826, 0.9997787823459192, 1.0, 0.9995661014746416, 0.9970518188355805, 0.6296834183849381, 0.6315802842528521, 0.6451560524233496, 0.7053038989577778, 0.7053810554986867, 0.7053127650429352, 0.7049515364113262, 0.7030584286334369]"
1,0.1265222176328972,1,1,1914.2892924118896,61328.317391854835,1.3711378071794251,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",6109.6042,"[0.9992168082859006, 0.9992182487974691, 0.9992197015661688, 0.9992226077957115, 0.9992284899013105, 0.9992403359839643, 0.999264259245154, 0.999312370394358, 0.9994098011902572, 0.9996052755569814, 1.0, 0.9992315007385121, 0.9998205971626534, 0.9999326501775153, 1.0, 0.999996890156972, 0.9999550009626874, 0.9998609107641184, 0.999616934278974, 0.9992315022943886, 0.999819177182131, 0.9999300217833904, 0.9999910557312269, 0.9999898510509717, 0.9999493429577956, 0.9998556015048237, 0.9996117947412603]"
2,4.073265862458837,1,1,35446.19955751556,4340.116299170853,1.2153536880406661,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",748.1642,"[0.010665637017600416, 0.01482430203448548, 0.018422006113393893, 0.02507638002514278, 0.03752614030308375, 0.060695368948227885, 0.10386641359532556, 0.18064412326738824, 0.315708806733792, 0.5574517913568138, 1.0, 0.02519294825176431, 0.08480297372492572, 0.20668840407175926, 0.4464383440624137, 0.9927163608103716, 1.0, 0.9942807520208733, 0.9806856827713072, 0.025192948290991574, 0.084797873680316, 0.20665752584279487, 0.44113753460430766, 0.44614034108731376, 0.44488496013981765, 0.442239163489782, 0.43610233726779374]"
3,0.3616684679398432,1,1,155.06386722445913,2.463633486553815,1.8129831186306349,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",2437.2239,"[0.0022846424817781273, 0.002432759160549879, 0.002661283246199147, 0.0032406243654404124, 0.004737612134167535, 0.008632806854007464, 0.018990931330502805, 0.04723035290751606, 0.12806249429796918, 0.3647990737467778, 1.0, 0.016729911437734044, 0.8011130141824911, 0.9960490925285092, 0.519212072125692, 0.25026266270680414, 0.062464177536760083, 0.014793840614825634, 0.003720363287138029, 0.01672991146378374, 0.8000888396590399, 1.0, 0.5380506736848761, 0.23890016615594048, 0.037095546791188615, 0.009225051246107655, 0.002456876116779512]"
4,1087.6346492920313,1,1,391135.28602081985,19.908921650739035,1.103952344294245,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",2240.5448,"[1.3138338586752075e-06, 0.9979577880987796, 0.9986304752026748, 0.9990448517187538, 0.9993307927062354, 0.9995361780191673, 0.9996877950712908, 0.9998008805534785, 0.9998864269720592, 0.9999509002770199, 1.0, 6.993309853433331e-06, 0.15030789639881334, 0.3638682155472702, 0.6431332521046261, 1.0, 0.5530923637691646, 0.2952801198026093, 0.1461424014410732, 6.993309864322425e-06, 0.15030785636247482, 0.3638680397956919, 0.642795722267398, 0.4827340154334282, 0.2536904966757121, 0.13517490758765008, 0.06717592691874738]"
5,4724.268445265921,1,1,663621.5821326784,0.26314979981146264,1.1888400543211868,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",3793.4294,"[8.101504109421004e-09, 0.9996463372933446, 0.9997502398827687, 0.999823653444901, 0.9998769587625688, 0.9999157388392533, 0.9999441678309823, 0.9999649998534533, 0.9999803848038433, 0.999991663545826, 1.0, 2.1411927723308354e-06, 0.9276486635774773, 0.9778715338658227, 0.993175679425713, 1.0, 0.383067096468703, 0.1621093158577107, 0.06870923227710099, 2.1411927756648286e-06, 0.9276486527685495, 0.9778715198834678, 0.9931122601367637, 0.499643084055993, 0.1619278681420419, 0.06867661631490439, 0.029448603520540562]"
6,147.41308856703975,1,1,12244.8202998562,117.75094333524677,3.9184691510307377,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",1111.6019,"[0.0026644608805208897, 0.1794144112454479, 0.36086422100754095, 0.701743120294302, 0.9846041628975414, 0.9912392079760328, 0.9945132250492187, 0.9966136298972875, 0.9980977163718114, 0.9991826699524317, 1.0, 0.08823854867673987, 0.08834917608483454, 0.09224884601484683, 0.1488730321056206, 1.0, 0.9976221332776398, 0.7861135693099551, 0.13482167737122525, 0.08823854881413373, 0.08834917513485724, 0.09224879072616324, 0.14849344346900462, 0.14884303215716047, 0.1459247511784223, 0.10393637950601146, 0.019084287125960567]"
7,5.825185504553868,1,1,4375.640239630882,1021.9665160421613,3.6876974063578767,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",5831.6595,"[0.948078567317682, 0.9480793623785089, 0.9480816553639292, 0.9480953697166077, 0.9481842604138468, 0.9487650608843036, 0.9511214640724828, 0.95552689044573, 0.9635045551743876, 0.9782991219837661, 1.0, 0.9980999416124291, 0.9981003288703164, 0.9981114131307205, 0.9982477951799875, 0.9999606708006308, 1.0, 0.999885053014601, 0.9979456127331644, 0.9980999431665437, 0.9981003263603431, 0.9981113777458559, 0.9982432462742332, 0.9982476436465375, 0.9982384747766766, 0.9980879051613543, 0.9958749736625186]"
8,31.86881419846886,1,1,25397.479530668796,8.470831325597741,2.2262882042576493,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",711.6124,"[1.7054079823951019e-06, 0.026256313053753432, 0.06750169399622274, 0.12981092871101457, 0.23837942319211539, 0.43328227766299715, 0.799641825521422, 0.9998718384474561, 0.9999440978621875, 0.999978308551206, 1.0, 6.293232681775695e-05, 0.04937190414125239, 0.2936223322445414, 0.7026768073793304, 1.0, 0.3144700954371284, 0.049118551018792866, 0.008421463881112708, 6.293232691574719e-05, 0.049370994631675685, 0.29361428554913555, 0.7006172452224957, 0.4334000212038623, 0.04811824788466134, 0.008391903511070106, 0.001605794604046701]"
9,5396.436679003686,1,1,10.772517372082913,21015.805822153117,1.545694439516111,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",ligand dose response and DBD dose response,yes,"['e', 'b', 'k_bind', 'm', 'km', 'n']",6113.1256,"[0.9992683192500507, 0.9999988705681653, 0.9999991665943152, 0.9999993876349839, 0.999999556821533, 0.9999996861250217, 0.9999997857922492, 0.9999998624692308, 0.9999999188280658, 0.9999999645289187, 1.0, 0.9998444211399146, 0.9998488489601376, 0.9998626797196548, 0.9998977294247903, 1.0, 0.9999519713824401, 0.9997986681307821, 0.9993199391165769, 0.9998444226967453, 0.999848850752399, 0.9998626795163814, 0.9998977005572139, 0.9998884547301345, 0.9998287452157797, 0.9996646828438857, 0.9991712077740452]"
