,b,m,w,x,exp_data,exp_error,chi_sq,normalized solutions
46,1,3.801771868315394,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",2428188.9817,"[0.22866836489443998, 0.2968036922311195, 0.38074889648151106, 0.48679452184326977, 0.6251795868047225, 0.8140991367077766, 0.9256499700370767, 1.0]"
47,1,9.414649970975775,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",527016.4895,"[0.1069152139802052, 0.18580556452338604, 0.2830013412693887, 0.4057860777891508, 0.5660149519975204, 0.7847550604649514, 0.9139139854107604, 1.0]"
48,1,1.1532269838689388,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",11383178.358,"[0.4942646217730563, 0.538938590464266, 0.5939785395936718, 0.6635089840323654, 0.7542432835862645, 0.8781112548129698, 0.9512512794651095, 1.0]"
49,1,638035.8910918494,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",45.3458,"[1.7664653060582967e-06, 0.08833627928190277, 0.19716760698592653, 0.33465121430454325, 0.5140614919549888, 0.7589875377016848, 0.9036083691094565, 1.0]"
50,1,3.082009522662128,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",3332718.525,"[0.267771182792861, 0.332452377621845, 0.41214195349639915, 0.5128115807726412, 0.6441812004363284, 0.8235234286137961, 0.9294191694410232, 1.0]"
51,1,16.173795952179756,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",193975.3215,"[0.06514530856841244, 0.14772539028050916, 0.24946704741928105, 0.37799446527522806, 0.5457173151229483, 0.7746879646732058, 0.9098876930575975, 1.0]"
52,1,2074.3878674570756,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",22.6001,"[0.0005430316278022338, 0.08882973125733508, 0.19760215611847592, 0.3350113438463811, 0.5143245094489022, 0.7591179968990719, 0.9036605540529998, 1.0]"
53,1,944262.3928687486,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",45.3844,"[1.1935971726783872e-06, 0.08833575740888437, 0.1971671490178547, 0.3346508364777532, 0.5140612176824824, 0.7589873990015678, 0.9036083227702664, 1.0]"
54,1,6.281963829199313,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",1071194.5388,"[0.1521210784588877, 0.22701818506747912, 0.31929413126843953, 0.4358637801186647, 0.5879822526491751, 0.7956502631303947, 0.9182714339909539, 1.0]"
55,1,49694.25347708502,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",43.9584,"[2.267957830022048e-05, 0.08835534644369729, 0.19718440316773692, 0.33466512596001674, 0.514071664499841, 0.7589925969522476, 0.903610428771179, 1.0]"
56,1,580.0073675130724,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",90.3639,"[0.0019394312143331067, 0.09010278203016524, 0.19872323194828181, 0.3359404416946474, 0.5150030853278273, 0.7594545422126406, 0.9037951717091646, 1.0]"
57,1,5.1435239301420665,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",1497641.8566,"[0.1797389901519395, 0.2521964778493607, 0.34146673479574124, 0.4542393686125711, 0.6014029028838106, 0.802306531960375, 0.9209335816694295, 1.0]"
58,1,1.9344431622816605,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",6308692.2148,"[0.368141536882332, 0.4239565442834715, 0.4927226655471612, 0.5795929960490028, 0.6929551020359316, 0.847713965080408, 0.9390940203904468, 1.0]"
59,1,2.346737939105706,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",4897455.9034,"[0.32444804127816523, 0.3841227015174246, 0.4576440579126228, 0.5505215312060086, 0.6717227155144516, 0.8371832778309544, 0.9348823663359435, 1.0]"
60,1,1.4578802062996687,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",8854671.6553,"[0.4360123221531888, 0.4858319918945136, 0.5472116063379708, 0.6247508298441142, 0.7259361843897152, 0.864071696467666, 0.9456362032577847, 1.0]"
61,1,1267.440430855257,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",22.3975,"[0.000888459044981789, 0.0891446472797298, 0.19787947624291718, 0.3352411786883434, 0.514492382070293, 0.759201249444698, 0.9036938680660961, 1.0]"
62,1,138.17735814567385,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",2558.5258,"[0.008090699508913158, 0.09571068149095985, 0.20366168224248, 0.34003318789632736, 0.5179922213905029, 0.7609370828917736, 0.9043881012054487, 1.0]"
63,1,8145.453281072689,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",37.0232,"[0.00013834888009951375, 0.08846079766389717, 0.19727726200906595, 0.33474208567379554, 0.5141278683217372, 0.7590204706199807, 0.9036215687311399, 1.0]"
64,1,3443.5095863112697,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",28.3878,"[0.0003271956902079279, 0.08863296294057374, 0.1974288780205329, 0.33486773958303323, 0.5142196356988746, 0.7590659777879697, 0.9036397718359063, 1.0]"
65,1,5163.323720334475,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",32.9634,"[0.00021823622956722045, 0.08853362950163544, 0.19734139826251348, 0.33479523875346545, 0.5141666817122343, 0.7590397237533744, 0.9036292659530365, 1.0]"
66,1,266.20185973163393,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",591.6154,"[0.004216043016355943, 0.09217829005091795, 0.20055097081683393, 0.3374551814149568, 0.5161093803455911, 0.7600032408401443, 0.904014615100271, 1.0]"
67,1,529.2937053906924,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",113.0696,"[0.0021248607269528847, 0.09027183217788418, 0.19887210218825693, 0.3360638134929389, 0.5150931896531585, 0.7594992495107458, 0.9038130508627509, 1.0]"
68,1,840.3883352120596,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",38.9114,"[0.001339334075046613, 0.08955569334455708, 0.19824145156593553, 0.3355411603364996, 0.5147114738958328, 0.7593099065119852, 0.9037373000898251, 1.0]"
69,1,127949.96625144468,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",44.8741,"[8.808602088287385e-06, 0.08834270023143809, 0.19717326153023434, 0.3346558983535388, 0.5140649153485234, 0.7589892489771192, 0.9036090695827085, 1.0]"
70,1,2.65094809735748,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",4138898.3991,"[0.2983231347913343, 0.36030553145335065, 0.4366700942832988, 0.5331393296611119, 0.6590276016333529, 0.8308868479995233, 0.9323641325281369, 1.0]"
71,1,305.29703360475384,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",429.4762,"[0.0036781383772683247, 0.09168790047719715, 0.2001191229046093, 0.33709728197570415, 0.5158479817329341, 0.7598735972905541, 0.9039627604771564, 1.0]"
72,1,6602.825468877516,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",35.309,"[0.0001706660157980097, 0.08849026008607737, 0.19730321019242378, 0.33476359260853195, 0.5141435650327267, 0.7590282525701617, 0.9036246590860588, 1.0]"
73,1,3.879365677791588,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",2353270.1146,"[0.22512427682084643, 0.29357267162011796, 0.37790356867249814, 0.48443647426666026, 0.623457374431372, 0.8132449523545796, 0.9253083467083513, 1.0]"
74,1,4050.6729535398267,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",30.3094,"[0.0002781653239780665, 0.08858826333727304, 0.1973895144271068, 0.33483511462277343, 0.5141958082172785, 0.7590541669572393, 0.9036350321161515, 1.0]"
75,1,726.0928513100808,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",53.1273,"[0.001549834146037596, 0.08974759966758954, 0.1984104497469254, 0.3356812241850247, 0.51481376419447, 0.7593606546365516, 0.903757615976419, 1.0]"
76,1,3115.1130017904457,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",27.171,"[0.00036167632960123515, 0.08866439898252436, 0.19745656068313006, 0.3348906731454459, 0.5142363933544003, 0.7590742980220607, 0.9036430981001835, 1.0]"
77,1,7.501948410971129,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",788477.7553,"[0.1306139554199967, 0.20741088908170402, 0.30202748680875113, 0.4215540354079607, 0.5775310968721287, 0.790466758233324, 0.9161983306985688, 1.0]"
78,1,35.647942661903464,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",41871.741,"[0.030647719621007565, 0.11627513468579723, 0.2217712179919737, 0.3550414938934411, 0.5289535875441993, 0.7663736192141459, 0.9065624225135674, 1.0]"
79,1,176980.25165766937,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",45.037,"[6.368298704916751e-06, 0.08834047683780202, 0.19717130641451353, 0.33465427968687567, 0.51406374062989, 0.7589886722827914, 0.9036088354372139, 1.0]"
80,1,101.64110004112993,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",4926.175,"[0.010967114133392322, 0.09833300562541387, 0.20597095629232268, 0.34194700676939005, 0.5193899890987144, 0.7616303264845348, 0.9046653495487905, 1.0]"
81,1,1.9057850266507004,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",6428716.2245,"[0.3716201923249179, 0.42712791690186014, 0.4955154496730477, 0.5819075201665078, 0.6946455216779092, 0.8485523715867768, 0.9394293369657593, 1.0]"
82,1,7.814499889130011,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",734024.6689,"[0.12604836146374598, 0.20324858905309162, 0.29836208115853585, 0.41851630551326613, 0.5753124981336882, 0.7893663953788835, 0.9157582497653003, 1.0]"
83,1,226.18859877705185,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",859.7065,"[0.00495817243771895, 0.09285486503603578, 0.2011467822065811, 0.3379489607939187, 0.5164700163861606, 0.7601821212414462, 0.9040861609581178, 1.0]"
84,1,295285.3082774675,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",45.208,"[3.816871115857182e-06, 0.08833814942503124, 0.19716925478095848, 0.3346525776392019, 0.514062492902056, 0.7589880355559232, 0.903608592169802, 1.0]"
85,1,62.98555594242322,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",13301.1825,"[0.017579536840181834, 0.1043613245882865, 0.2112796389705867, 0.3463465796391258, 0.5226032298165545, 0.7632240260675589, 0.9053027447189729, 1.0]"
86,1,542193.2563623699,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",45.3248,"[2.0787199048692026e-06, 0.08833656401346088, 0.19716785777509846, 0.3346514222267295, 0.5140616426845885, 0.7589876195173202, 0.9036084207133831, 1.0]"
87,1,45.58350005105747,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",25624.4668,"[0.024128805883028782, 0.11033206685281177, 0.2165376149168061, 0.35070413878775564, 0.5257857876633041, 0.7648024842517117, 0.9059340438844332, 1.0]"
88,1,48.7407172994786,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",22391.5309,"[0.022601168416264555, 0.108939371540698, 0.21531117250201412, 0.34968772335401327, 0.5250434324855906, 0.7644342766133481, 0.9057867812201724, 1.0]"
89,1,44108.59264293069,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",43.7711,"[2.555151733205054e-05, 0.08835796416857981, 0.19718670765885, 0.33466704161776656, 0.5140730553972732, 0.7589932847275659, 0.9036106828672377, 1.0]"
90,1,19.848003396189316,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",131349.3397,"[0.05373379317603177, 0.13732190690804016, 0.240305495977354, 0.3704018056047246, 0.5401719978689451, 0.7719376555395022, 0.9087877108884068, 1.0]"
91,1,20.64420757357722,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",121793.2823,"[0.05176867790462518, 0.13553037798020473, 0.2387278415393876, 0.3690943230882321, 0.5392170778742643, 0.7714640374453694, 0.908598310367487, 1.0]"
92,1,14873.6333960912,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",40.6199,"[7.577064921007256e-05, 0.08840374771421688, 0.1972270201506076, 0.33470045505815804, 0.5140974525950269, 0.7590053752260327, 0.9036155210253694, 1.0]"
93,1,109.19330002644583,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",4233.6144,"[0.010216338585236504, 0.09764854897121124, 0.20536820885761095, 0.3414474788106868, 0.5190251579502941, 0.7614493872763156, 0.9045929832294547, 1.0]"
94,1,12709.613792984455,0.042093500000000006,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",39.8486,"[8.867069806250895e-05, 0.08841550872169657, 0.19723737813004993, 0.33470903772413907, 0.5141037246849496, 0.7590084879779383, 0.9036167760013276, 1.0]"
