,e,b,k_bind,m,km,n,x,exp_data,exp_error,chi_sq,normalized solutions
0,0.5859333732807102,1,1,29.217284313448303,89.39551411815013,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",3836.7282,"[0.7887783024957719, 0.7890747873128917, 0.7892759973113717, 0.7896165598751346, 0.7902148646927237, 0.791317355777132, 0.7935637482933451, 0.798854460030408, 0.8137354909927567, 0.8603800716806694, 1.0, 0.9293601218940444, 0.9306895416817221, 0.943018560946367, 0.9659504548227961, 1.0, 0.858004299568813, 0.46768305253888975, 0.13513875035519024, 0.9293601233411259, 0.9306874735893813, 0.9429169260204256, 0.9637595355541383, 0.95417622694084, 0.8114746347180659, 0.43727035109027534, 0.12771437891646936]"
1,12.466992687517479,1,1,2718.5074259848952,201.3070508881397,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",112.4866,"[0.015522301285811325, 0.016404472412584508, 0.018755454508909256, 0.027326098861381043, 0.05725316881117686, 0.12029872146124543, 0.2324466964942004, 0.4361294852691082, 0.8242004718605834, 0.9963234838075605, 1.0, 0.14037402329118917, 0.14285223948937978, 0.16591794702021137, 0.28949018661255593, 1.0, 0.9994379341452788, 0.9082182242271638, 0.5422528186667196, 0.14037402350976178, 0.1428520973697802, 0.16591516071993417, 0.2873691420594646, 0.2892704192610895, 0.28391944110691547, 0.2522384974889833, 0.1477908064191749]"
2,0.15352166957101568,1,1,15.044807639683222,1262.0933868825362,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",6101.1233,"[0.9999821226985018, 0.9999822831992207, 0.9999823827390529, 0.9999825475144661, 0.9999828234758119, 0.9999832836234417, 0.9999840552828148, 0.9999853575507879, 0.9999876203832205, 0.9999917243285344, 1.0, 0.9999987930977161, 0.9999993325273833, 1.0, 0.9999984623247586, 0.9999780412518985, 0.9997283277496782, 0.9983628830617571, 0.9903868325329799, 0.9999987946547874, 0.9999993285332467, 0.9999999687781957, 0.9999981625453582, 0.9999773530196943, 0.9997277727063631, 0.9983625173748466, 0.9903868803424869]"
3,1591.419063296109,1,1,588.2358332769785,12.894164880798915,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",2352.4013,"[0.00011104989545864717, 0.999846906377731, 0.9998916673637509, 0.9999221126958308, 0.9999442638772833, 0.9999607367018816, 0.9999732148588627, 0.9999827202169775, 0.9999900444537887, 0.9999956557191493, 1.0, 0.0030813186228882614, 0.015798880619070536, 0.1230776913920652, 0.48511473969209035, 1.0, 0.3137436287668642, 0.03629039224529874, 0.004769684296720064, 0.0030813186276860993, 0.01579887511087108, 0.12307760090232031, 0.48474185395150576, 0.3522177060014622, 0.03506320153758564, 0.004772925129121783, 0.0007328852121345009]"
4,24.581939604139823,1,1,3116.206142677575,19.920846256292542,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",417.1467,"[5.023738486749507e-05, 0.01039367053877038, 0.03925265203732704, 0.08783571316155617, 0.1689720459277987, 0.31211522763020594, 0.5752397629571088, 0.9973390426398707, 0.9996307073046498, 0.9998635907167908, 1.0, 0.0008449018387322449, 0.006999957927607354, 0.062399446775287006, 0.31076300297928733, 1.0, 0.3994924546336808, 0.05182635596123415, 0.0068907682792498, 0.0008449018400478189, 0.00699978298936782, 0.06239619406090906, 0.3081657090313399, 0.26637562058104863, 0.04655173144019021, 0.006803918161008173, 0.0010398431781262344]"
5,5159.627817340981,1,1,24048.165054483983,2.815006763038149,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",3205.5474,"[3.743623623545453e-07, 0.9999981751582886, 0.999998684006912, 0.9999990488614049, 0.9999993196946486, 0.9999995211540419, 0.9999996748674557, 0.99999979056248, 0.9999998797589054, 0.9999999472825495, 1.0, 5.911151187037314e-05, 0.3278654449277713, 0.8377953732840222, 0.9724779338281722, 1.0, 0.26376707249680237, 0.02864392721964995, 0.003726994491309821, 5.911151196241408e-05, 0.3278654146709935, 0.8377953357118328, 0.9724556705178138, 0.49445004425778816, 0.02862088466610385, 0.00372668076269631, 0.0005579507336454739]"
6,35.83418581119794,1,1,54.41197535572995,7.262725438840162,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",887.7394,"[0.0004656833378840951, 0.03285952185248176, 0.07835807449064983, 0.14871365117398894, 0.27230938097185753, 0.4962249299153071, 0.9179433058330312, 0.9999546702733847, 0.9999787688417786, 0.9999915878637806, 1.0, 0.027623399130559532, 0.07068584045137805, 0.347785432036536, 0.7771810468375399, 1.0, 0.27528282585345804, 0.030470322269344888, 0.004066753379120111, 0.02762339917357118, 0.0706850287870344, 0.3477770580538396, 0.7754354964316228, 0.4504707003032624, 0.03054356972819817, 0.004161914071957881, 0.0007161405448940249]"
7,0.26148997774996086,1,1,26.443394437623777,23.30672092366116,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",2674.7117,"[0.39940973896209636, 0.3996447929429821, 0.3998077287963771, 0.4000915448502089, 0.40061804518722627, 0.40168561498184696, 0.40420300813478444, 0.4113393762911223, 0.4361345722811944, 0.5380182577138474, 1.0, 0.7862332446026472, 0.8170927810664509, 0.907928901771002, 1.0, 0.8844913882580597, 0.25794439646271067, 0.05058628514745671, 0.013379833465628883, 0.7862332458268698, 0.8168952514113875, 0.9064490711565675, 0.9823311949194891, 0.7491058362519712, 0.17285435272913824, 0.03905392164512391, 0.011888195008147615]"
8,600.5393185000072,1,1,432583.8653239849,0.942100542535214,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",3911.2711,"[9.751693401253983e-09, 0.9999955616353932, 0.9999984633589991, 0.9999991763756267, 0.9999995273156334, 0.99999974536664, 0.9999998376781044, 0.9999999082349518, 0.9999999531035857, 0.9999999814399024, 1.0, 3.2680851345430974e-06, 0.8872974916685532, 0.9881479645041225, 0.9982501167893043, 1.0, 0.26269897436906875, 0.028490955474489363, 0.0037064697184376093, 3.2680851396317444e-06, 0.8872973459030123, 0.9881479143967172, 0.9982458012734906, 0.4996518873632217, 0.02848952832450702, 0.00370644731126305, 0.0005547548234857444]"
9,4.0589766377186685,1,1,37521.12897756796,141.7020414061628,2.5460875000000005,"[0.0, 1.0, 1.67, 2.78, 4.64, 7.74, 12.92, 21.54, 35.98, 59.95, 100.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0, 0.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0, 200.0]","[0.009270038284814, 0.0292366764878048, 0.027410541128376, 0.0541555969160702, 0.10655582090027, 0.173277238987572, 0.306469393785779, 0.570314169207501, 0.984267853629005, 0.982056074230162, 1.0, 0.0638571591009336, 0.0677002430053262, 0.118077959142827, 0.307391093488527, 1.0, 0.937719585251137, 0.62146167339914, 0.229602891247363, 0.0629968270386556, 0.0667593629795205, 0.110015820921355, 0.288356770860596, 0.298890142802435, 0.25897651543708, 0.170075594466736, 0.0742935853252696]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",461.8876,"[0.0006461954618174912, 0.0007162228407948405, 0.0009049497284856126, 0.0015997881890138644, 0.004197638042815679, 0.013825816233308155, 0.04818566079487753, 0.12729592260031491, 0.2681808451776194, 0.5216782054480847, 1.0, 0.004888193624287408, 0.0078011042619615615, 0.03490818467105101, 0.18000334381779823, 1.0, 0.999161663377868, 0.8058874802329229, 0.3288910083038476, 0.0048881936318986826, 0.007800588005233963, 0.03489754221513607, 0.1754144767762455, 0.1797555755723283, 0.17209960297416815, 0.1321230142830011, 0.05257464180572085]"
