,pem evaluation data1,pem evaluation data2,pem evaluation data3
0,0.1418536355638282,0.22208787585562206,0.13744461995394963
1,0.790007225556475,0.8178538966848165,0.7733472332229856
2,1.2317924480630742,1.1998657115675526,1.2227097196757293
3,1.382675286128558,1.3448222366219307,1.3765768981862287
4,1.453671404688064,1.4153702792700784,1.489921528961107
5,0.14241048296029257,0.2251987868399662,0.13583458784058192
6,0.14472861870997883,0.23612302199347743,0.140314575514378
7,1.1057505743858054,0.8638778142691319,1.3391744575453417
8,1.6766094729851373,1.345743847176092,2.16318395735757
9,2.1260114160943653,1.522100012448064,2.612850732642227
10,2.187239024151809,1.6454019839012857,2.851730662271494
11,2.522626052429629,1.5628261406549917,2.8327499104224745
12,0.14471509158562917,0.2304812550613915,0.14030450562843103
13,0.15130958222586186,0.2306123248699875,0.13884883862054015
14,1.1239512901657684,1.2039379721149046,0.9557790352289528
15,1.56398013796058,2.171357869917008,1.5068981182272667
16,1.8892807136235001,2.415675108836612,1.8713289162433488
17,2.108800083370769,2.5752433407999327,1.9969412915247315
18,2.244463503876693,2.549589583591474,2.1860423463399528
19,0.15241253274277292,0.22941152775541296,0.14023855142454245
