,pem evaluation data1,pem evaluation data2,pem evaluation data3
0,0.11972366535495706,0.2134026144272534,0.09197508770937314
1,0.7827426883585502,0.8320457516957706,0.7824910422260232
2,1.2356339962402527,1.2031610601332354,1.2212828220276275
3,1.393673557510857,1.3428133587098923,1.371380505906767
4,1.4682260925353827,1.4085772150338485,1.53287054213021
5,0.1202805127514214,0.21651352541159752,0.09036505559600541
6,0.12246339671218885,0.21911851311840702,0.0907703384168993
7,1.0944396017260294,0.9737083825958774,1.032590160900059
8,1.6766230966812017,1.5043196261235419,1.5870680358121134
9,2.1341026268559937,1.7050821148497606,1.8879879453906256
10,2.1993403807304404,1.8389608660600012,2.123455004547906
11,2.5367267404437706,1.760873204522968,2.1037499093442356
12,0.12244986958783921,0.2134767461863211,0.0907602685309523
13,0.12284268644678954,0.2493305334232076,0.09090877405327807
14,1.0574380415722806,1.2481007888391396,0.9311068404504094
15,1.4957804272205746,2.05857513189104,1.4006709414361889
16,1.823509500787028,2.2203811405241565,1.7007509659279971
17,2.044242798074426,2.329459077276325,1.890161702792959
18,2.1805114635756473,2.2741722756192777,2.1132214471421333
19,0.12394563696370062,0.24812973630863305,0.0922984868572804
