,pem evaluation data1,pem evaluation data2,pem evaluation data3
0,0.03643640989523829,0.05305287519057469,0.0772950170489025
1,0.7636581544607184,0.7963395636944975,0.7874953883122433
2,1.2521260100430727,1.2390657356826382,1.2463949273284751
3,1.4312290550879447,1.4142894697570183,1.3902619579010516
4,1.5165503705130257,1.4972523556752715,1.4985527094093274
5,0.036993257291702636,0.05616378617491884,0.07568498493553479
6,0.036975164295321154,0.055057195968261155,0.0760903954216967
7,0.9542390582138319,0.8575567860444575,1.0910681274042326
8,1.4946650672554325,1.4129060799244266,1.7028821194274077
9,1.9354130503284428,1.6258950885795465,2.011210770453928
10,1.992673403597015,1.7653126780413433,2.179215415257882
11,2.326082573217393,1.6899730448875094,2.1248973728497877
12,0.03696163717097152,0.04941542903617523,0.0760803255357497
13,0.03632720319619427,0.05542761513875502,0.07549810682464697
14,1.1861687758993351,1.0917740902181272,0.9116659683576317
15,1.7105237365130375,1.9556696716464665,1.3906450665054773
16,2.087168859565992,2.14398085182972,1.6686017477512227
17,2.3326325983475855,2.2655789382385993,1.749989498473004
18,2.481231325772735,2.216525781742547,1.917035538394136
19,0.03743015371310533,0.054226818024180494,0.07688781962864928
