,t_HAF,k_txn2,k_dHAF,k_bHS,k_bHH,k_txnH,k_dH1R,k_dH1P,k_dHP,k_txnBH,x,exp_data,exp_error,dataID,weight_by_error,parameter_labels,chi_sq,normalized solutions
0,43.25411862985728,1.0,0.3467240106796246,3.1496070916587517,6.879465695810093,1.6504556602890006,11.389404979103121,0.000394061192996471,1.290669422224134,5.116823513513967,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",0.16240020347593742,"[0.039178486396630685, 0.717830397365478, 1.1083435716961403, 1.471250925992359, 1.6633966185493914, 0.039178486396630685, 0.039591810052541, 0.826582589851072, 1.27863951937457, 1.688206819555502, 1.9046528471663795, 2.0125709785608055, 0.039591810052541, 0.03966669147622554, 0.9904993835594629, 1.554120216527872, 2.195324821927236, 2.536855515459619, 2.707139485840962, 0.03966669147622554]"
1,66.2911972316468,1.0,0.03428802480760896,5.158008842225099,2.4272535078530546,85.49071307368389,1.4677891173565656,0.0001457588560974201,6.093996486068389,10.59506860079043,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",0.46045278528719336,"[0.032755000184350486, 0.7684527303580961, 1.2097841716144377, 1.430892738884079, 1.5581153589590362, 0.032755000184350486, 0.032905443045083194, 0.8127285845216484, 1.2796770121455752, 1.5135958120318547, 1.6478177963320955, 1.716038586021045, 0.032905443045083194, 0.03285813433931677, 1.0255269744654691, 1.6745400447816676, 2.0002128850128824, 2.1983284520207547, 2.301161007484063, 0.03285813433931677]"
2,71.18246272751001,1.0,0.017401198931759405,3.8590281412775456,5.517784751039416,22.763386484239025,0.0032488061360146335,0.0060972503193230795,0.7900034572590638,2.4088619324178264,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",0.5753876991722333,"[0.04077724684806155, 0.7843688742112257, 1.2115628393496012, 1.4245514788651958, 1.5387395607259151, 0.04077724684806155, 0.041112559051811506, 0.9264086853771044, 1.4381256974903511, 1.6932554128454884, 1.8299212224126304, 1.8999781704682437, 0.041112559051811506, 0.04114259736322961, 1.0055101919094553, 1.5700603837365752, 1.8515317908341433, 2.00633565576313, 2.0862244347955627, 0.04114259736322961]"
3,28.406841821173956,1.0,0.0027812710054639926,3.166583433634237,0.15302247674174316,86.78259225192902,10.575839117521848,0.10992324116688826,0.17803288740093862,7.815707133456936,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",1.2650507116684826,"[0.1798949854962244, 0.8195680414064885, 1.182473374787051, 1.3638230223330394, 1.4542405759771964, 0.1798949854962244, 0.1871936556592743, 0.9330926457146015, 1.3534007167553566, 1.563391404702228, 1.6680887521887775, 1.720288295774234, 0.1871936556592743, 0.18029250746633524, 1.0057275557904912, 1.5116637533516644, 1.7650630797589033, 1.8914085864596746, 1.954401359175346, 0.18029250746633524]"
4,52.841307164293575,1.0,0.5649357133803946,2.006641929823631,2.488224839872641,364.51340118049336,0.0001702864953587701,0.5734326876566789,9.108482297082002,7.03639982614554,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",1.354844862792147,"[0.03584262811827565, 0.696809381567014, 1.075501345723738, 1.441064076689905, 1.7507825679010673, 0.03584262811827565, 0.03591703705143204, 0.726846867502725, 1.1230912875002919, 1.504942229608742, 1.8286366854663134, 1.9904835213034524, 0.03591703705143204, 0.03586516706958297, 0.7376164072326208, 1.1452362318672165, 1.562494994774498, 1.9349948868177822, 2.1215468338064984, 0.03586516706958297]"
5,31.88114010045332,1.0,6.991662991932222,7.3772167312878345,5.336509113182908,18.97539482675584,13.787565376685393,3.309420303304428e-05,0.4503006657845374,0.9403240663194541,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",1.6967316558428174,"[0.09648270570572735, 0.39270260315544725, 0.9721432959677991, 1.6100514215301884, 1.9286199736408378, 0.09648270570572735, 0.09680630609113705, 0.39931523023220306, 0.9833900527286733, 1.6243794396731634, 1.9444842274709386, 2.1040807392647993, 0.09680630609113705, 0.09731195128376119, 0.4020982655717293, 1.0744353580986785, 1.8461119287276855, 2.231571900968757, 2.423752991490923, 0.09731195128376119]"
6,32.4847314474015,1.0,2.247736043053709,4.8037334249300425,1.8563309647485187,0.12323622643659644,2.8190348555761586,3.513625688239129,0.27602530848255197,0.5572279868748807,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",1.8060581803645255,"[0.0815044799984972, 0.6797489949783114, 1.1121162778312639, 1.473088470726668, 1.6535417764652593, 0.0815044799984972, 0.08190515170933438, 0.7254615702482955, 1.174619466494683, 1.5423240909389793, 1.7261533199599792, 1.81780613102077, 0.08190515170933438, 0.08169897821090472, 0.6998711163033347, 1.1698818547107217, 1.5807816424532646, 1.786276964266672, 1.8887319246311187, 0.08169897821090472]"
7,33.825995873140215,1.0,2.4604694985393498e-05,15.695122831092151,0.19392615766074192,20.246057087508905,0.1494235501516453,0.006429262013805002,1.7726901297632691,7.295538999634612,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",1.936882898857449,"[0.06465850071119963, 0.8071901892809612, 1.209138595440929, 1.4095469962734855, 1.5094657182934255, 0.06465850071119963, 0.06537861869268796, 1.0181678617115748, 1.5373050860615007, 1.796143181736957, 1.9251935645106908, 1.9895349468386765, 0.06537861869268796, 0.064747461241002, 0.870599919398172, 1.3159238072686728, 1.5379704727287937, 1.6486775268126093, 1.7038733862183335, 0.064747461241002]"
8,47.45203329838938,1.0,0.7710229113937345,2.3917743497050785,5.200560320875363,0.040738770813930396,0.0003958684287191092,9.653986290697265,2.8792233180344344,0.09526173470522217,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",2.056233869141205,"[0.03401500276307693, 0.6531123512895269, 1.0068216724423267, 1.49246746214715, 1.813583511357919, 0.03401500276307693, 0.03401797783686314, 0.654051851256088, 1.0083115957278599, 1.4944354236101383, 1.8158797539030738, 1.9761974571963354, 0.03401797783686314, 0.034017193646469594, 0.6552620171242202, 1.0103870599170681, 1.500282935956302, 1.8247015980082797, 1.9865044479039857, 0.034017193646469594]"
9,47.737427311525124,1.0,0.10574643797026795,1.0852423705743512,3.0942712392458103,0.005600425470402265,0.00024557536399190204,0.039333861431964136,0.22388437030833133,0.8369363828401821,"[6.6, 138.0]","[0.02039349 0.72295092 1.24191494 1.45606654 1.55867411 0.02095033
 0.02066232 0.81188918 1.33206575 1.78585769 1.84934825 2.1858635
 0.02064879 0.01950478 1.1131502  1.68159595 2.11383    2.38674241
 2.54902633 0.02060773]","[0.001597254, 0.028900062, 0.06262351, 0.041363395, 0.034096022, 0.001875823, 0.001931056, 0.133806646, 0.126221831, 0.293177079, 0.110612379, 0.195402763, 0.005887058, 0.001584752, 0.02233973, 0.215544881, 0.079719995, 0.106426454, 0.21939885, 0.001540545]",hypoxia_only,no,"['t_HAF', 'k_txn2', 'k_dHAF', 'k_bHS', 'k_bHH', 'k_txnH', 'k_dH1R', 'k_dH1P', 'k_dHP', 'k_txnBH']",2.064766706900013,"[0.06433832782261205, 0.7824970349511132, 1.1806067141213334, 1.4213183584298525, 1.5512395646750896, 0.06433832782261205, 0.06498212906102578, 0.9278687208928769, 1.4115696595466225, 1.7023886342711252, 1.8595990730880825, 1.9379864777489169, 0.06498212906102578, 0.06444932287940315, 0.8161022820636347, 1.2339993663997935, 1.4929019428363113, 1.63350448888023, 1.7036106856080904, 0.06444932287940315]"
