,b,m,w,x,exp_data,exp_error,chi_sq,normalized solutions
26,1,89245.33687505772,0.0006247279502573582,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",193.8873,"[0.0001000537278999909, 0.011376971012825714, 0.028237816629835655, 0.05619475200902296, 0.11157311862186144, 0.2735457222522871, 0.5303882954941821, 1.0]"
27,1,7.564977987991439,12.048490215749725,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",640248.7465,"[0.11685751081823878, 0.9610998848161295, 0.9832720086843177, 0.9912931196656094, 0.9955769330022542, 0.9983734726922654, 0.9994151054005571, 1.0]"
28,1,97.92988783671404,0.0016297786318850527,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",71187.0279,"[0.03973599278733663, 0.0525300073867009, 0.07156047372412654, 0.10285692356090073, 0.16391776697377733, 0.3357071231721339, 0.5890046054772224, 1.0]"
29,1,159735.48336150646,0.3036600183293942,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",1708.7038,"[6.386624942823346e-06, 0.385460012798051, 0.6117779430049034, 0.761696036832559, 0.8691874381933061, 0.951097788921972, 0.9828081234669056, 1.0]"
30,1,7606.690774345951,0.00025519207284638166,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",354.1908,"[0.002672328733816136, 0.01316691929652021, 0.02888803559637458, 0.055034657844053175, 0.10712174534365841, 0.26175322982918314, 0.5141664496012923, 1.0]"
31,1,43785.893031912936,0.41448898168761505,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",2428.4604,"[2.3186430653509342e-05, 0.45924418560370167, 0.6803273918307297, 0.8115543368379833, 0.8992952319454325, 0.9630300630217727, 0.9870745200462167, 1.0]"
32,1,30769.459494058934,0.04974200522810351,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",62.6632,"[3.602084757876588e-05, 0.10121445267211253, 0.22195905003590471, 0.3686706543685009, 0.5510413211163915, 0.7849319646324204, 0.9156457280873743, 1.0]"
33,1,12991.693791301836,0.0001627827392270267,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",312.1324,"[0.0024089707197666177, 0.012717611455397584, 0.02816755233829719, 0.05388279250072219, 0.10518368807525218, 0.2580575479993864, 0.509469406723961, 1.0]"
34,1,1136.6676086487291,0.010588019006241463,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",70.9154,"[0.0013021792616036752, 0.03234370736998009, 0.07648751198108063, 0.14425190405444713, 0.26153938204261223, 0.5140890332197402, 0.7598509853659604, 1.0]"
35,1,406589.5779446999,0.024351443518965576,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",33.3151,"[2.9878287729417704e-06, 0.057008874545580554, 0.1329543932164656, 0.23918527971395837, 0.3984296513189739, 0.664160557595662, 0.8551171522569867, 1.0]"
36,1,73780.80179355161,0.007612281983243991,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",103.7476,"[2.257692022028307e-05, 0.025290707986140505, 0.06175635800479669, 0.1189831571146908, 0.2217662240808582, 0.46058318587166774, 0.7189084679022467, 1.0]"
37,1,1641.875787052164,0.046279789084236106,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",31.1896,"[0.0006793012400272247, 0.09602777186231992, 0.21145397395468976, 0.354148344550842, 0.5353460407487752, 0.7740798757332983, 0.910659243792184, 1.0]"
38,1,8.615115078050753,0.562570700124515,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",512632.559,"[0.10508675273048565, 0.5825697399182007, 0.7680632728197581, 0.8678112560629283, 0.930803403848199, 0.9749193496762244, 0.9912595409598235, 1.0]"
39,1,24004.061018609827,7.91493305502957,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",9706.5983,"[4.1714342581104714e-05, 0.9359947694502546, 0.9723856683368647, 0.9856782640294266, 0.9927718328131926, 0.9973706090283764, 0.9990626281378525, 1.0]"
40,1,974653.4559034376,0.0001298533120181735,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",208.1758,"[4.0082904509003924e-05, 0.010305764515554034, 0.025693942534647008, 0.05131335714497584, 0.10244912927427788, 0.2550369870221833, 0.506651372872508, 1.0]"
41,1,9949.411903409338,0.2363546970688641,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",1232.0515,"[0.00010304336736658741, 0.3296961132922325, 0.5531399477973801, 0.7155057624451198, 0.8396938683379085, 0.9389190787098306, 0.978387890219464, 1.0]"
42,1,8395.69893801092,28.379021914422765,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",10593.7513,"[0.000119160279164903, 0.9795442406972436, 0.9911318002421685, 0.9953165684005332, 0.9975763811406747, 0.9990844215895532, 0.9996641210998571, 1.0]"
43,1,39506.197284457034,18.035664953661477,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",10386.3662,"[2.5330882355283944e-05, 0.9693080561626901, 0.9867791608119841, 0.9930787192986669, 0.9964560046694988, 0.9986810387683992, 0.9995213530670135, 1.0]"
44,1,2.1876913656735764,0.6325084985953865,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",4648216.6479,"[0.31596149933194445, 0.7002874192705583, 0.8371615088045057, 0.9082373650492176, 0.9522793653928779, 0.9827682893562278, 0.9939993693868289, 1.0]"
45,1,1084.1582860155684,12.425504425770589,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",10115.2256,"[0.00092242404791923, 0.957188823124104, 0.9815905606900072, 0.9904144199402052, 0.995127876758896, 0.9982067876651244, 0.9993547625298913, 1.0]"
46,1,5.764646631353142,0.00011680643622148413,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",36339658.6622,"[0.8825524537306992, 0.8837550452892282, 0.8855578407626487, 0.8885595894620573, 0.8945522384767436, 0.9124436998164585, 0.9419777863024493, 1.0]"
47,1,53156.385397042184,0.12375558693843439,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961474, 0.04749829318248318, 0.181459085145811, 0.3045937774309958, 0.45869501609285085, 0.7031600507168634, 0.8531161611235736, 1.0]","[0.0001462986442992295, 0.009753242953281966, 0.024383107383204917, 0.048766214766409834, 0.048766214766409834, 0.07314932214961474, 0.09753242953281967, 0.14629864429922948]",448.9994,"[1.9676679128163644e-05, 0.20864409302969716, 0.39976767956257586, 0.5759935770011347, 0.7397065398606321, 0.8935092432273875, 0.9612725611827478, 1.0]"
