,b,m,w,x,exp_data,exp_error,chi_sq,normalized solutions
41,1,2105.576395,0.9720198054744401,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",4937.1623,"[0.00047814201460016925, 0.6610498913497912, 0.8289150888029264, 0.9068188602085662, 0.9524267936616665, 0.9829803137010977, 0.9940781091902473, 1.0]"
42,1,2105.576395,0.013052416893090729,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",41.8286,"[0.0006611900171287579, 0.036474928191717104, 0.08679724585677037, 0.16269023944547592, 0.29031237296020235, 0.5501601793864177, 0.7852752252292288, 1.0]"
43,1,2105.576395,0.4951266884529107,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",2883.9634,"[0.00048088784708825907, 0.502709454174094, 0.7165939098790555, 0.8363040663370142, 0.9136229005732921, 0.968541943056448, 0.9890248217762884, 1.0]"
44,1,2105.576395,20.594514702829276,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",10437.7872,"[0.0004750296793243266, 0.9727603977337828, 0.9882495162402882, 0.9938341107842161, 0.9968335515425436, 0.9988165709427602, 0.9995692195535875, 1.0]"
45,1,2105.576395,0.025813840849197023,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",8.3723,"[0.0005710535136301448, 0.0602105613877, 0.13913522738801584, 0.2485335938680302, 0.41038924022743967, 0.6749640172481132, 0.861010869877192, 1.0]"
46,1,2105.576395,0.00010930521094887035,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",20264.8289,"[0.021480032242076466, 0.031484422999055586, 0.046482521255109606, 0.07145674512908023, 0.1213205943259833, 0.2702387912618834, 0.5162140336651698, 1.0]"
47,1,2105.576395,0.0002706817601718106,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",3415.9209,"[0.00907084555703765, 0.019529516885181585, 0.0351955715308895, 0.061247285058950565, 0.11313290739824469, 0.26706913134551485, 0.5180356692154249, 1.0]"
48,1,2105.576395,3.3156570964785304e-05,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",202282.7123,"[0.06651165457840827, 0.07590998429198323, 0.09000506020097278, 0.11349040092408967, 0.16043691517705105, 0.30108337973181054, 0.5348525850966785, 1.0]"
49,1,2105.576395,18.344248441095434,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",10376.0183,"[0.0004750566229244955, 0.9697847476085667, 0.9869824087781516, 0.9931831733709204, 0.9965082074459317, 0.9986997723237875, 0.9995279782905532, 1.0]"
50,1,2105.576395,8.861123515290942e-05,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",30585.8524,"[0.026256606476860976, 0.03617087844348234, 0.05103546700116627, 0.0757916156718816, 0.12523589090520051, 0.273026878262099, 0.5175538575081076, 1.0]"
51,1,2105.576395,0.0004650147982657254,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",1231.5574,"[0.00550083583494147, 0.016392408300323034, 0.03269053188227677, 0.05974994752110694, 0.1134816960432592, 0.2716462025119154, 0.525571473731165, 1.0]"
52,1,2105.576395,0.05964098091520797,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",77.027,"[0.0005179878353428072, 0.117721261460315, 0.25213559865180235, 0.4080164741325546, 0.5913344740562484, 0.8111897543662251, 0.9273487396082123, 1.0]"
53,1,2105.576395,27.148604287331548,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",10562.1865,"[0.0004749741736727256, 0.978726028523437, 0.990784557583653, 0.9951378033622659, 0.9974866564522193, 0.999051975078982, 0.9996525900119164, 1.0]"
54,1,2105.576395,0.00018061351530492198,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",7539.0807,"[0.013297376886106384, 0.023529527910593588, 0.03886341762647777, 0.06438173650943055, 0.11527575123951546, 0.26682637569767587, 0.5157020759520895, 1.0]"
55,1,2105.576395,1.4287655986223902,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",6135.0841,"[0.00047718608787024596, 0.7392645184919922, 0.875187319995472, 0.933467567850408, 0.9663775606673947, 0.9880122190030305, 0.9958230917543005, 1.0]"
56,1,2105.576395,0.016675863216907755,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",26.3086,"[0.0006216861311643898, 0.043331902604620005, 0.10230964309042316, 0.18904640201956835, 0.3292208116432662, 0.5945767074088238, 0.8142015320014344, 1.0]"
57,1,2105.576395,0.00014788208963571094,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",11177.2466,"[0.01608883672121169, 0.026226091799622535, 0.04142034247915516, 0.06671312024740697, 0.11718285020713883, 0.2676718260718182, 0.5154612917366195, 1.0]"
58,1,2105.576395,5.5617413470811435e-05,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",75614.3456,"[0.040926166991212376, 0.05062623933566555, 0.0651721595357778, 0.08940419692148739, 0.13782645873612745, 0.2827596010178843, 0.5232084325853017, 1.0]"
59,1,2105.576395,6.747135134895123e-05,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",52034.2088,"[0.03405987860398578, 0.0438528606227095, 0.058537203536575884, 0.08299744155294332, 0.13186672358471527, 0.2780663310743399, 0.5203801104179067, 1.0]"
60,1,2105.576395,4.191569326288357e-05,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",129948.9566,"[0.05344525244287245, 0.06299212714824917, 0.07730933159523679, 0.10116305918687715, 0.14883948607235903, 0.2916210019165017, 0.528767585270056, 1.0]"
61,1,2105.576395,0.03644033583770734,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",12.7567,"[0.0005439019512632035, 0.07909211710000161, 0.17824132352680466, 0.30738284780382863, 0.48274787399389196, 0.7354275729990822, 0.892234513520905, 1.0]"
62,1,2105.576395,0.00397275423240033,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",124.2303,"[0.0010734006548722317, 0.019099785255772165, 0.045594547197616866, 0.08835740431891537, 0.1690115341261185, 0.3780123358738094, 0.6453849617526684, 1.0]"
63,1,2105.576395,0.23419092991403978,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",1202.7827,"[0.000486821794716935, 0.3279864457935543, 0.55112229449981, 0.7138219655188254, 0.838577600281832, 0.9384455954953825, 0.9782143823455635, 1.0]"
64,1,2105.576395,0.09900476798019832,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",275.3468,"[0.0005015589694256285, 0.1761682363342016, 0.35062975119545686, 0.5242645494134718, 0.6976923582172511, 0.8722224009891602, 0.9528768026272125, 1.0]"
65,1,2105.576395,0.14845135584070382,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",595.0946,"[0.0004931240231594473, 0.23923210978827203, 0.4422584731371934, 0.6176297011705792, 0.7714086436565639, 0.9086466415637295, 0.9670929392136994, 1.0]"
66,1,2105.576395,0.007653602436129643,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",79.1505,"[0.0007888316129608424, 0.026118810269304002, 0.06266619735270179, 0.12000339590706921, 0.22293004243169096, 0.46181064627783003, 0.7197833481576196, 1.0]"
67,1,2105.576395,0.015217788474844715,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",31.8361,"[0.0006353357909907846, 0.04058342243840562, 0.09613242067865406, 0.1786477931355801, 0.3141007123736566, 0.5778238345924822, 0.80357086646726, 1.0]"
68,1,2105.576395,0.024162108469708832,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",9.8275,"[0.000577392555822271, 0.05720420168337775, 0.13271028331192777, 0.23845202319936096, 0.3972367007792197, 0.6629274668572666, 0.8544114973735912, 1.0]"
69,1,2105.576395,3.678705229152055,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",8520.0365,"[0.0004758568259826185, 0.875899789123838, 0.9451366128752278, 0.9714922992314002, 0.9857000256562151, 0.9948733948569102, 0.998196079776126, 1.0]"
70,1,2105.576395,7.621773505430322e-05,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",41050.1594,"[0.030322059467639367, 0.040170315289334985, 0.05493687173156928, 0.07953227533071264, 0.12866494505051337, 0.2755995157955217, 0.5189566459456983, 1.0]"
71,1,2105.576395,0.008777632592409821,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",69.5198,"[0.0007493824797549589, 0.0282835399205096, 0.0677902689081934, 0.12925041572206547, 0.23801600903479161, 0.4830115645749075, 0.7365770390157338, 1.0]"
72,1,2105.576395,0.18983864780240853,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",885.9065,"[0.0004893881205779508, 0.2848923621904143, 0.5008492072314021, 0.6711772609037217, 0.809792583142683, 0.9260354937369312, 0.9736356954559466, 1.0]"
73,1,2105.576395,0.00011153612011620031,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",19475.8605,"[0.021068753567709667, 0.03108182287397134, 0.046092758276072204, 0.07108789722349233, 0.12099178057832746, 0.2700158619435993, 0.5161211547893135, 1.0]"
74,1,2105.576395,0.11646139668757823,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",382.5271,"[0.0004977801527288379, 0.1996218834248961, 0.38630658842921606, 0.5621362741540876, 0.7287145741149236, 0.8880698356803419, 0.9591497608971096, 1.0]"
75,1,2105.576395,0.020875984943326688,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",14.8843,"[0.0005929558651965589, 0.05116464195578194, 0.1196300534641957, 0.21754625947029058, 0.3691987588916381, 0.636051135520006, 0.8391747162189839, 1.0]"
76,1,2105.576395,0.0895629973560596,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",221.2469,"[0.0005042034931884018, 0.1628852529856527, 0.3295027432329802, 0.500841841308492, 0.677674457844038, 0.8615631404527612, 0.9485784096121765, 1.0]"
77,1,2105.576395,0.00021568944218425547,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",5319.9881,"[0.011236270476400927, 0.021560799806384836, 0.03703031991147758, 0.06276689467932568, 0.11406838991933202, 0.26661338407340995, 0.5164130629357081, 1.0]"
78,1,2105.576395,0.0010249183874042336,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",356.1469,"[0.0027668471253721703, 0.014827388883189173, 0.03282272167503926, 0.06256302464573404, 0.12111671563648332, 0.2897008053680546, 0.549132450732048, 1.0]"
79,1,2105.576395,5.088381000040818,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",9092.8787,"[0.00047560055064640213, 0.9058569955351631, 0.9589490860990687, 0.9787195444177467, 0.9893086849125582, 0.996146880459855, 0.9986373222406931, 1.0]"
80,1,2105.576395,0.0029222957783613304,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",147.5353,"[0.0012855981945617198, 0.017201176480885594, 0.040718801677197825, 0.07899423364710219, 0.1522711663088764, 0.349023930043798, 0.6161622415073897, 1.0]"
81,1,2105.576395,5.4793459885734416e-05,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",77820.0626,"[0.041509330609232516, 0.05120188638626377, 0.06573659830265532, 0.08995012499708374, 0.1383360194770016, 0.2831652307344517, 0.5234579415012274, 1.0]"
82,1,2105.576395,0.000224675648204996,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",4911.2314,"[0.010810715290838923, 0.02115788436409209, 0.03666060620897843, 0.06245050308959954, 0.11385115497130771, 0.26663490119280764, 0.5166444624506804, 1.0]"
83,1,2105.576395,0.006503176245162323,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",90.4528,"[0.0008432623290662793, 0.023905015241587325, 0.05737128629281178, 0.11033539588789125, 0.20684748184294716, 0.4381932491278433, 0.7001754252670995, 1.0]"
84,1,2105.576395,8.489784245174267,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",9765.2465,"[0.0004753145985810131, 0.939871396521595, 0.9740831559063633, 0.9865532165131482, 0.9932069641015571, 0.9975247311712663, 0.9991163603428941, 1.0]"
85,1,2105.576395,0.001810905471839662,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",201.2468,"[0.0017773397341818288, 0.015443730019754399, 0.035752931085221845, 0.06910331355331396, 0.13399667136583962, 0.31533925122416506, 0.5794662931868775, 1.0]"
86,1,2105.576395,15.58866505264678,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",10277.9012,"[0.00047509886613825234, 0.9650396140756594, 0.9849570495092465, 0.992143101766643, 0.9959891530232897, 0.9985139822132393, 0.999462568169306, 1.0]"
87,1,2105.576395,0.0013105768208749686,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",268.7674,"[0.0022702250579272527, 0.014916641301683709, 0.03375843450664534, 0.06482513378157309, 0.12572762562229026, 0.2991542985124012, 0.5606068234252926, 1.0]"
88,1,2105.576395,0.0014013503626085502,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",251.335,"[0.0021547227778990112, 0.014986677568042393, 0.034095984372146775, 0.06558048219874325, 0.1272180800606807, 0.30213191944778633, 0.5641455560923934, 1.0]"
89,1,2105.576395,1.2681715764364645,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",5771.6248,"[0.00047744731238002195, 0.716355247946453, 0.862162794899805, 0.9260949627184808, 0.9625540847184446, 0.9866405875882284, 0.9953480747817136, 1.0]"
